,review_comment_message,review_creation_year,review_score,review_type
81316,"Amei comprar nas lojas lannister, fácil de comprar pelo aplicativo e pode acompanhar o rastreamento. Espero comprar mais vezes.",2017,5,positive
81320,Comprei e não recebi. Sem nenhuma notícia até o momento.,2018,1,negative
81324,"Atendeu super bem todas as expectativas, são bem afiadas e veio em um estojo preto bem organizado e bonito",2017,4,positive
81330,Produto chegou quebrado. E não consigo realizar a troca pelo site. ,2017,1,negative
81331,Veio certinho e no prazo,2018,5,positive
81335,Gostei muito da agilidade na entrega é na qualidade do produto,2018,5,positive
81341,demorou demais a entrega. produto nao muito reforçado mas bonito,2018,2,negative
81345,"NAO COMPREI PICADINHO P CHEGAR EM CASA, PICADINHO CADA DIA UMA COISA, NAO SOU SUA EMPREGADA, NAO QUERO MAS COMPRAR DE VOCES, NUNCA MAS. CHATO, ",2018,4,positive
81346,Chegou antes do esperado,2018,5,positive
81351,"material muito fragil,achei que o produto era melhor",2017,1,negative
81352,Ótimo ,2017,5,positive
81353,Foi falado que houve problemas na entrega mas não falava o que e nem como seria resolvido. Me causou uma preocupação e frustração desnecessária já que o mesmo chegou antes do prazo estipulado. ,2017,3,neutral
81356,"Boa noite, dia 25/7 receci somente o pneu não foi entregue o kit relacao .",2017,4,positive
81360,Até a presente data não recebi o produto. Gostaria de saber como devo proceder.... solicito estorno do valor pago!?,2018,1,negative
81367,Entrega rápida e com qualidade,2018,5,positive
81368,"superou a expectativa, tanto no produto como a entrega bem antes do prazo",2018,5,positive
81372,ainda esperando!!!,2018,1,negative
81373,boa,2017,5,positive
81375,Ótimo produto é foi entregue antes do prazo.,2018,5,positive
81379,"A stark mais uma vez está de parabéns pela rapidez na entrega do produto.
A Central Multimídia é a mesma usada no novo Corolla, na compra teve a câmera de ré de brinde, até o presente não instale",2017,4,positive
81381,Amei ,2018,5,positive
81383,Espero que continue funcionando bem ,2018,4,positive
81385,"fui enganado! é assim que estou me sentindo , pensei ter comprado um funko pop original e recebi um produto de má qualidade .",2018,1,negative
81386,"Recebi o produto, porem não gostei do produto, bem diferente da foto.
Estou solicitando a devolução.",2017,3,neutral
81387,entrega antes do prazo...,2017,5,positive
81388,Otimo,2018,5,positive
81390,"O único problema são as agencias de correios que dizem ter ido a residência entregar e que não havia ninguém na residência, o que não confirma. Mas no geral esta tudo bem. Grata.",2017,5,positive
81391,O produto que pedi veio numa numeração diferente da que havia pedido ,2018,2,negative
81395,"Gostei, repetirei outros pedidos",2017,5,positive
81396,Recomendo excelente ,2017,5,positive
81398,Fiz compra de dois itens porém só um foi entregue . Estou aguardando retorno do vendedor e ate o momento nada. Estou tendo muita dificuldades no contato e o processo já foi ffinalizado .,2017,1,negative
81400,produto bem acabado e entrega rápida,2017,5,positive
81402,"chegou tudo certinho, recomendo a loja...",2017,5,positive
81406,Já compro algum tempo nessa loja e não tenho nada a reclamar.,2017,5,positive
81408,Satisfeita,2017,4,positive
81409,Muito lindo o designer do relogio,2018,5,positive
81412,Muito bom,2018,5,positive
81413,Minha filha amou a mochila. Muito linda !,2017,5,positive
81414,"Recebi o produto correto, bem antes do prazo final da entrega!",2018,5,positive
81415,"O produto pelo valor ok apesar de já no primeiro dia de uso a Correia soltou.....
",2018,4,positive
81417,A compra foi cancelada porque não tinha estoque do produto. Houve o estorno dos valores no cartão de crédito. Tudo foi resolvido por email mas poderiam disponibilizar um telefone de contato.,2017,3,neutral
81418,Jjjjjj,2017,5,positive
81419,Não veio a nota fiscal do produto.,2017,3,neutral
81420,"produto excelente, perfeito estado, chegou muito antes da previsão, adorei, DICA: atentar porque o ilhós (onde passa o varão) é mais estreito que o normal), ficando pesada para varão fino... ",2018,5,positive
81421,Gostei muito da compra super rápido entrega antes do q eu imaginava parabéns pessoal do baratheon,2017,5,positive
81424,"Bom dia,
Eu me arrependi dessa compra e gostaria de devolver. COmo eu faço?",2018,5,positive
81428,até agora não sei a onde foi parar meu produto,2017,1,negative
81429,Adorei a mercadoria ,2017,5,positive
81434,"Suporte diferenciado, pois permite depois que já apertou os parafuso, apenas encaixar a TV na parte do suporte da parede.",2018,4,positive
81436,Comprei 4 produtos e recebi apenas um. Quero receber os três restantes.,2018,1,negative
81439," Pinceis são muito macios e bonitoa, gostei muito mas podiam ser maiores",2017,5,positive
81440,AMEI MARAVILHOSO,2018,5,positive
81442,"Adorei o produto, vendedor atencioso...produto entregue dentro do prazo estabelecido. Recomendo a todos os clientes das Lojas lannister.",2017,4,positive
81445,"Passou do prazo de entrega, demorou.",2018,1,negative
81448,O produto veio estourado ,2018,3,neutral
81449,Muito bom,2018,5,positive
81450,Gostei demais pela agilidade e comprometimento com os clientes.,2018,5,positive
81451,"Produto entregue no prazo, entretanto tive que pegar nos Correios, pois disseram que nao foram atendidos, porem nao deixaram aviso. Fiquei sabendo por email do stark.
Quanto ao produto é bem lega",2017,4,positive
81452,Produto deveria está dentro de uma caixinha ou coisa parecida,2017,4,positive
81454,Ainda não recebi o produto,2017,1,negative
81455,Perfeito entrega tudo beleza,2017,4,positive
81457,Produto chegou antes do prazo.,2018,5,positive
81458,Entrega muito rápida. Satisfeito,2018,5,positive
81461,Produto anunciado não condiz com o aparelho,2017,2,negative
81463,Ótimo produto!Super recomendo.,2017,5,positive
81464,Meu produto ainda não recebi preciso de uma posição a respeito do meu produto.,2018,2,negative
81465,Recebi o patines em perfeitas condições bem antes do prazo dado pela loja.,2017,5,positive
81471,Foram entregues 3 banners. Falta 1. Não chegou!,2017,1,negative
81476,"Relógio não valeu o que paguei. Material de baixa qualidade. Creio que as Lojas lannister não deveriam vender ""relógios como os de camelôs"".",2018,1,negative
81477,Produto entregue antes da data e em perfeito estado.,2018,4,positive
81478,Minha compra foi de dois produtos. Tinha apenas um código de rastreio. Chegou apenas um.,2018,1,negative
81479,"Data de fabricação ha mais de um ano e meio
Data de validade para daqui quatro meses",2018,1,negative
81480,Excelente produto ótimo prazo de entrega recomendo a todos.,2018,4,positive
81486,Excelente Parabens entregue bem antes do prazo estipulado,2018,5,positive
81491,"Otimo material, muito bonita e chegou bem antes do prazo",2018,5,positive
81494,"O fio da peruca é de boa qualidade, mas ela é extremamente rala, muito rala, cheia de buracos. Dá pra ver a renda da toca da peruca, o cabelo embaixo. Qualquer um nota que você está de peruca.",2018,2,negative
81497,somente demorou muito,2017,4,positive
81501,A cortina chegou dentro do prazo e o produto chegou do geito como eu esperava que fosse...,2017,5,positive
81507,Ok,2018,3,neutral
81509,"sempre compro no site das lannister mais de 10 anos e nunca tive problemas. Porem essa ultima compra foi frustante, o produto estava apresentando uma cor mas veio com a tonalidade bem diferente",2017,2,negative
81510,"Atendimento rápido, cortina com cheiro forte.",2018,4,positive
81513,Satisfeito.,2017,4,positive
81514,Produto de ótima qualidade e chegou dentro do prazo!,2018,5,positive
81519,"Boa noite.
Produto entregue muito rápido. Parabéns.
Vou testar e volto a comentar,
Até breve.",2018,5,positive
81523,"PRODUTO DENTRO DO ESPERADO, DE FÁCIL MONTAGEM, RECOMENDO.",2017,5,positive
81525,O fabricante não entrou mais em contato comigo para explicar porque os produtos que comprei não foram entregues.,2017,1,negative
81527,"Recomendaria o produto porém o tempo de entrega demorou demais, mesmo estando dentro do prazo. ",2017,2,negative
81528,"No sate falava que era Sony com case , chegou um que não é Sony e nem veio a Case, tomem cuidado com esse fornecedor promete uma coisa e manda outra.",2017,1,negative
81529,"Chegou antes do praso estabelecido, muito bom.",2018,5,positive
81531,Preciso do vale para adquirir outro .,2017,2,negative
81532,Foi entregue muito antes do previsto.,2017,5,positive
81534,Nota 10 ,2018,5,positive
81536,Tudo perfeito... Adorei,2017,5,positive
81539,"A entrega foi fracionada tive desgaste e priblemas para resolver o impasse e foi estritamente desnecessario.Nunca tive qualquer problema com lannister.COM.
SIMPLESMENTE HORRIVEL",2017,1,negative
81540,gostei e platico,2018,4,positive
81542,ótimo produto como eu queria,2018,5,positive
81545,"Bom, o relógio é lindo, porem estou desconfiada se é original ou uma boa replica. Ele veio em uma caixa estranha da Casio que não é igual as que vejo por ai, dos originais que são pretas e quadradas.",2017,1,negative
81546,Houve avaria na embalagem. O produto foi para outro destino antes deste. A foto do produto não confere com o que recebi. O produto parece funcionar. Ainda não encontrei um aplicativo para testar,2018,1,negative
81549,"A única observação é que se trata apenas de um teimosinho, o que pela imagem parece que receberá dois.",2018,3,neutral
81552,gostei ,2017,5,positive
81553,Entrega rápida !,2018,5,positive
81556,"Tudo certo, bom produto, chegou rápido.",2017,5,positive
81558,Muito satisfeita...,2018,5,positive
81559,Tudo conforme descrito,2018,5,positive
81560,"muito rápido. Mas as outras duas compras minha ta vindo de jegue, treze dias nem a nota fiscal ainda não foi gerada.",2018,5,positive
81561,PRODUTO MUITO BOM CHEGOU NO PRAZO ESPERADO.,2018,5,positive
81564,Nao recebi ,2018,1,negative
81566,Recebido no prazo. Só achei muito demorado.,2017,2,negative
81571,Produto bom,2018,4,positive
81573,"Minhas filhas amaram ..
É bem macio..",2017,4,positive
81575,ok,2017,5,positive
81576,Amei a cabana e a entrega ocorreu em 1 dia útil.,2018,5,positive
81577,"Sem palavras,estão de parabéns pela competência e dedicação ao cliente.",2017,5,positive
81581,Bom ,2018,4,positive
81586,".Estou satisfeita com todas as compras que já fiz.Produtos bons, ótimo atendimento e entrega no prazo previsto",2017,5,positive
81587,Foi entregue até antes do prazo.,2017,5,positive
81588,"Excelente produto, valeu a pena comprar, fora dar um estilo no carro.",2017,5,positive
81589,É pura enganação. Não são funko de verdade e recebi o item errado. Ridiculo,2018,1,negative
81595,Muito bom!,2018,5,positive
81597,Processo e entrega excelentes !!!!,2018,5,positive
81599,chegou antes do prazo ,2017,5,positive
81602,Produto maravilho.,2018,5,positive
81605,"Produto conforme descrito, entrega rápida. ",2018,5,positive
81606,O produto foi entregue pontualmente.,2018,5,positive
81607,Sem comentarios muito obg pelo produto e a entrega foi no dia mesmo.,2017,5,positive
81611,"Demora na entrega, tive que enviar dois e-mails para constatarem que o produto ainda não foi entregue. ",2018,1,negative
81612,Foi entregue um dia apos o prazo. A entrega levou em media um prazo de 3 semanas quase. Muito longo. ,2018,3,neutral
81615,Excelente vendedor,2018,5,positive
81624,"Ainda não recebi o meu pedido, estava programado para o dia 13/12 e até agora nada, hoje já é dia 17/12 ",2017,1,negative
81627,"Enviou capinha errada e ainda por cima a película trincada, não recomendo a ninguém comprar ",2018,1,negative
81629,Amei o produto e chegou bem antes do prazo dado,2018,5,positive
81633,"produto top...loja show de bola..a melhor do planeta..
vou comprar agora meu lg k10 pro...
",2018,5,positive
81636,Entregou a mercadoria antes do prazo e em perfeitas condições.,2018,5,positive
81642,Ótimo produto! Entrega rápida,2017,5,positive
81643,"Ao ligar o farol uma das lampadas da uma leve oscilada e as vezes apaga sozinha e depois acende novamente , já troquei de lado as lampadas e o problema persiste.",2018,1,negative
81645,Muito bom o produto,2018,4,positive
81649,Com certeza comprarei outros produtos.,2018,4,positive
81652,Ok,2017,4,positive
81656,"Fiquei satisfeito com o produto, recomendo, e sempre peço neste site.",2018,5,positive
81658,A BOLSA MUITO BONITA PANO BOM ADOREI ,2017,5,positive
81659,Recomendo loja muito confiavel...,2018,5,positive
81660,Produto muito bom pelo preço que é cobrado. Vale a pena e produto foi entregue antes da data prevista! ,2018,5,positive
81661,Produto muito bonito e a entrega foi super rápida.,2018,4,positive
81663,Faltou na entrega 10 rolos de etiquetas ,2018,3,neutral
81664,"Gostei muito da loja lannister
Obrigada",2018,5,positive
81672,Não chego meu pedido,2016,1,negative
81673,"Entrega adiantada, me mantiveram informado da posição do produto, e chegou correto",2017,5,positive
81674,Ainda não recebi o produto encomendado.,2018,1,negative
81675,"Adorei.
Tudo perfeito. 
Rastreamento, entrega rápida e o produto. ",2018,5,positive
81676,"Produto muito bom, eu recomendo.",2017,5,positive
81677,Muito bom. Chegou antes do esperado.,2017,5,positive
81679,"eu comprei dois produtos de 500 ml cada, recebi dois de 250 ml... ainda com o produto vazado.... quero meu dinheirooo",2017,1,negative
81681,"O produto esta retornando para que seja trocado na versão de grau positivo.,+ 4,50 e +3,00",2018,3,neutral
81682,Material excelente e entregue no prazo. Amei.,2018,5,positive
81685,Entrega rápida ,2018,5,positive
81689,Entrega 100% no prazo....mas veio com pequeno defeito e não estou conseguindo vazer a troca ....preciso de ajuda ,2017,4,positive
81690,Exelente produto chegou ate antes do prazo previsto,2018,5,positive
81692,"excelente produto, liguei um ar condicionado portátil de 12.000 BTus. Tudo OK.
",2017,4,positive
81694,"produto entregue antes da data previsa, maravilha, obrigado.",2017,4,positive
81695,"Ótimo produto, parece ser resistente pelo material fabricado... recomendo a todos",2018,5,positive
81697,Claro é super confiável esta de parabéns,2018,5,positive
81701,"Não recebi o produto, enviei vários e-mails questionando e não fui respondido. Tenho tudo documentado e vou entrar com um processo contra o stark no PROCON e na Justiça Comum. ",2017,1,negative
81708,Pedido entregue no prazo e ótimo atendimento quando precisei tirar duvidas,2018,5,positive
81712,Produto igual a foto e de boa qualidade. Recomendo,2017,5,positive
81714,"eu recebi o produto com defeito quero devolver e receber vale compra, ou o estorno do pagamento,
eu ja tenho outro produto no carrinho pra resolver esse problema , porem não consigo um atendimento 
",2018,1,negative
81716,Adorei o produto... Mto bom...,2017,5,positive
81717,Recomendo a todos!,2018,5,positive
81722,produto excelente,2018,5,positive
81723,"a melhor entrega de todos os produtos que já comprei no site, muito eficiente. Produto chegou rápido com tudo certinho. ",2018,5,positive
81724,Todas as etapas da compra ocorreram dentro do esperado.,2018,4,positive
81728,Perfeito,2018,5,positive
81729,"O produto parece muito bom. Ele é leve e bem acabado. Funciona, minha lhasa não molha mais tanto os pelos. Espero que o produto seja durável.",2017,5,positive
81732,Mto bom,2017,5,positive
81734,Vcs não entregaram a quantidade de produtos pedidos quero que enviem o produto que está faltando. Se não vou entrar com recursos legais ,2018,1,negative
81735,Ainda estou aguardando o meu produto....ainda não chegou,2017,1,negative
81737,ótimo vendedor recomendo a todos,2017,5,positive
81738,"Minha filha adorou a mochila, então está super aprovado!!!",2018,5,positive
81741,"baratheon arrasou novamente, entrega produtos excelentes , de qualidade e dentro do prazo.",2018,5,positive
81750,Cancelei o produto antes e eles me enviaram bem tempo depois,2018,1,negative
81751,Comprei o controle para ar condicionado da komeco e recebi da Midea.,2017,1,negative
81757,PRODUTO OK E CHEGOU EM UM ÓTIMO PRAZO,2018,5,positive
81758,Ótimo produto excelente entrega rápida forma de pagamento bom me desculpe por avaliar no prazo estendido obrigado a todos.,2017,5,positive
81760,Entrega antes do prazo,2017,5,positive
81769,Ficou faltando o kit de 20 toalhas brancas. ,2018,1,negative
81773,"Chegou muitíssimo antes do informado, veio impecável e muito lindo!",2017,5,positive
81774,Muito bom ,2018,5,positive
81776,Tudo ok,2018,4,positive
81778,Fiz uma compra de 3 produtos entregaram duas e o correio não entregou a terceira alegando que nao tinha ninguém casa! Como entregam 2 e não tem ninguém pra receber a 3ª?! Tive que retirar! Absurdo!,2017,2,negative
81780,"O produto foi entregue super rápido! Porém não foi entregue dourado conforme informado, e sim prateado! Não irei devolver porque sei que a demora será um transtorno.",2017,4,positive
81781,"TODAS AS COMPRAS CHEGARÃO ANTES DO PRAZO E EM PERFEITO ESTADO PARABÉNS ADORO VOCÊS FAMÍLIA baratheon 
RECOMENDO A TODOS AMIGOS 
SOU CLIENTE A 20 ANOS E NÃO TENHO O QUE RECLAMAR 

",2018,5,positive
81783,"Vivemos no país da mentira. Brasil. Duvida? Entào, leia a frase escrita no centro da bandeira nacional.",2018,1,negative
81784,Eu comprei o pendente na cor AMARELO e ele veio inox.,2017,1,negative
81786,Produto chegou antes do prazo e tudo dentro da descrição;,2018,5,positive
81787,"Abri a embalagem (cx papelão) e esperava que um produto delicado como este não viria embrulahdo num papel grosseiro, (tipo embrulho de sapateiro). A tela veio com riscos ... ",2018,2,negative
81788,"Produtos com bom preço, enviam o pedido dentro de um tempo legal.",2018,4,positive
81790,Recebi o smartphone faltando componentes na caixa e com a lente da camera traseira arranhada. Parece que o produto já foi usado. Após mais de trinta dias de espera o produto vem em péssimas condições.,2018,1,negative
81792,Chegou em simplesmente 8 dias. Parabéns! ,2017,5,positive
81796,....,2017,5,positive
81797,"Gostei da compra, mas a descrição do produto quanto ao seu material, não é verdadeira.
Pela burocracia na troca, prefiri ficar.",2018,3,neutral
81799,"Ótima compra. Recebi dentro do prazo, a mercadoria estava como no pedido. Recomendo o vendedor",2018,4,positive
81803,Gostei .,2017,5,positive
81805,O produto chegou no tempo previsto e é google mesmo.,2017,5,positive
81806,O produto não funciona e veio errado. ,2018,1,negative
81808,"Produto ótimo, a entrega deixou a desejar",2017,2,negative
81813,Chegou bem antes do prazo....muito antes,2017,5,positive
81817,"O produto foi entregue antes do prazo, gostei da tábua de carne só fiquei chateada q a bandeja de baixo não é um material bom, veio um pouquinho amassada. Mas um bom produto",2017,4,positive
81818,Muito tempo para a entrega. Até agora não recebi o produto.,2018,1,negative
81819,"Produto atendeu as minhas espectativas, de qualidade, como descrito. ",2018,4,positive
81820,Entrega super rápida!,2018,5,positive
81822,Produto não entregue no prazo fiz várias reclamações inclusive no reclama Aki mesmo assim veio faltando dois produtos só recebi ativador de cachos falaram que ainda entregaria essa semana vou aguarda,2018,1,negative
81823,Recomendo ,2017,5,positive
81824,muito bom,2018,5,positive
81830,"Produto de qualidade inferior, diferente dos produtos da marca Kipling. e do modelo da loja oficial da marca no Brasil. Acabamento mal feito costuras sobrepostas. sem etiqueta interna sem reforços .",2017,1,negative
81831,Excelente,2018,5,positive
81833,"Produto excelente, de boa qualidade. Na foto parece mais claro do que é. Mas gostei mesmo assim.",2017,5,positive
81834,"Entrega de merda , até hoje não recebi ",2018,1,negative
81835, ,2018,4,positive
81836,Joia,2018,3,neutral
81838,Tudo conforme acordado.,2018,5,positive
81841,"prazos corretos.
produto de péssima qualidade.",2018,5,positive
81846,Sempre compro nas lannister nuca tive nei um problema espero que continui assim amei minha compra,2018,5,positive
81853,tudo perfeito,2017,5,positive
81854,"o produto veio com um pequeno defeito, mas nao tenho tempo para troca terei que ficar com esse.",2017,3,neutral
81857,Chegou antes di prazo e tudo ok.,2018,5,positive
81858,"Produto chegou certo, bem embalado e no prazo. Vendedor recomendado",2018,4,positive
81861,muito difcil entrar com a assistncia de garantia do produto,2017,3,neutral
81864,Recebi o produto correto e no prazo. Recomendo. ,2018,4,positive
81869,produto muito bom,2017,4,positive
81873,"ADORO ESSE SITE, ÓTIMO MEIO DE FAZER COMPRAS!!!",2017,5,positive
81878,otimo produto,2017,5,positive
81880,"entregue no prazo ,consegui exatamente o que precisava.",2018,5,positive
81881,"Eles demoraram muito para entregar meu produto, o prazo era até dia 13/03/17, mas até hoje nunca recebi. Creio que essa loja deve melhorar sua pontualidade, porque estava precisando muito do produto.",2017,3,neutral
81882,Ótimo,2017,5,positive
81883,Simplesmente tranquilo e super satisfatório comprar nas lannister! Parabéns pelo comprometimento ,2018,5,positive
81885,Obrigado pela atenção. Lojas lannister perfeito em tudo.,2018,5,positive
81890,Produto muito bem feito,2018,5,positive
81899,Chegou antes do previsto!,2017,4,positive
81901,"dentro do prazo, otimo custo benefecio
",2017,5,positive
81904,A entrega veio no prazo estipulado. A rede é linda!,2017,5,positive
81905,"Comprei pra da de presente e até hoje dia 2-1 não foi entregue muito triste com essa compra q fiz, aguardado ",2017,2,negative
81907,demorou mto pra fazer a entrega.,2018,1,negative
81908,EXCELENTE,2017,5,positive
81909,"A bolsa é ótima e o cuidado da loja é o que mais surpreendeu. Laço na sacola, cheiro de bebê, cada detalhe muito bem pensado. Parabéns! ",2017,5,positive
81910,"No ultimo dia do prazo,disseram pelo sistema do pedido que a peça estava indisponível,e já vim alertando vocês da americana por email,que tava vencendo prazo e não tinha nem gerado nota fiscal ainda,m",2017,1,negative
81911,Entrega veio certinho o prazo correto sem nenhuma danificacao do produto amei,2017,5,positive
81912,Entregou no prazo. A versão do Scanner Mini ELM 327 que recebi é a 2.1,2017,3,neutral
81918,"- Produto igual ao da foto, maravilhoso!! ",2017,5,positive
81919,O produto foi entregue.,2018,3,neutral
81924,Recebi antes do prazo e como descrito.,2018,5,positive
81936,Não recebi ainda o produto,2018,2,negative
81944,Produto de qualidade e entregue antes do prazo.,2018,5,positive
81945,recebi o produto. porem quando fui carregar a bateria inflou e soltou fora a tampa de tras. resumindo. nem usei o produto e ja deu problema.,2017,1,negative
81947,Eu gostaria de saber aonde esta a minha garrafa da hello kitty ? ,2018,1,negative
81949,"Entrega bem antes do prazo, recomendo!",2017,5,positive
81952,adorei o produto e chegou bemmm antes do prazo...parabens..há anos compro nas lannister..parabensssssss!!!,2017,5,positive
81953,Realmente é uma cortina blackout. Desde a data do pagamento ate o recebimento deu menos de 5 dias uteis. ,2017,3,neutral
81957,Muito bom,2017,4,positive
81958,"Esta loja, não entrega os produtos juntos. Quando são comprados mais de uma unidade, e se entra em contato com eles, fazem pouco caso da situação. ",2018,1,negative
81959,"Produto de qualidade, veio super bem embalado e chegou super rápido, muito antes do prazo!",2017,4,positive
81960,Bom,2018,3,neutral
81962,"Capa chegou conforme compra, qualidade satisfatória.",2018,4,positive
81967,"O controle funcionou perfeitamente. Além disso, chegou antes do prazo e com nota fiscal. Recomendo!!!",2018,5,positive
81973,Eu recomendo. Fiquei satisfeita. ,2017,5,positive
81978,excelente produto e recomendo!,2018,5,positive
81980,O mangueira estourou antes mesmo do uso ,2018,1,negative
81982,Bom,2018,5,positive
81989,"ENTREGA MUITO RÁPIDA.LINDA CADEIRA E CONFORTÁVEL. ESTOU MUITO SATISFEITA.
",2017,5,positive
81991,Produto entregue antes do prazo combinado,2018,5,positive
81993,Ótimo produto..... de qualidade..... entrega antes do prazo......... superou as expectativas...... super recomendo.,2017,5,positive
81994,"Amei meu produto, o prazo de entrega escelente, vou continuar comprando e indicando. ",2018,5,positive
81997,Tudo ocorreu bem. Satisfeito.,2017,5,positive
82002,"Só não gostei das informações do site não estarem sincronizadas com a situação do pedido, isso poderia ser melhorado.",2017,4,positive
82004,"recebi o produto mas pelo que identifiquei é falso não é o mesmo que está anunciado nas fotos, muito chato passar por Isso, a lannister deveria ter um controle mais rigoroso com os terceiros ",2018,1,negative
82009,Produto entregue antes do prazo. Recomendo a loja.,2017,5,positive
82010,muito rabido top,2017,5,positive
82011,Produto entregue errado,2018,1,negative
82012,Bolsa linda e de qualidade. ,2017,5,positive
82019,"Maravilhoso,amei e chegou antes do prazo !",2018,5,positive
82020,Recomendo,2018,5,positive
82021,"Os produtos vieram certinhos, pague bem barato e fiquei com medo de ser ruim, mas é da HP mesmo. A entrega estava marcada para até dia 14/02, porém chegou dia 26/02, 2dias após a compra. ",2018,5,positive
82022,Só não foi perfeito pq tive q buscar no correio,2018,4,positive
82030,Chegou bem antes do prazo ,2018,4,positive
82031,"comprei duas cortinas blackout, sw corujas, recebi apenas uma, ha uma cortina que eu saiba e de duas partes conforme a ilustracao no site, estou esperando a outrs. ",2018,3,neutral
82032,"Entrega super rápida ,produto excelente,minha filha adorou. ",2017,5,positive
82033,Tudo nos conformes. ,2018,5,positive
82035,"Produto entregue antes da data prevista , recomendo a todos. ",2018,5,positive
82038,"Muito chateado em pagar 25 de frete 
e ao menos enviar no SEDEX 10..
ou algo parecido.

esperar quase 20 dias. e nada",2018,1,negative
82039,"Até o momento só recebi parte da compra. Recebi apenas os lustres quadrados, como a NF só consta os dois, imagino que o lustre meia lua ainda esta vindo. Só gostaria de ter sido avisa q seria separado",2018,3,neutral
82043,adorei o produto entregue na data certa.,2017,5,positive
82044,Adorei o produto ,2017,5,positive
82046,"Excelente produto com a entrega realizada de forma muito rápida, recomendo.",2018,5,positive
82049,Produto muito bom. Num preço justo. Entregue no prazo,2017,4,positive
82050,"Produto foi entregue com muita demora
",2017,2,negative
82053,Recebi o produto errado!,2017,1,negative
82054,Compra chegou rápida e conforme o combinado.,2018,5,positive
82055,Não era o que eu esperava ,2017,1,negative
82058,"Veio antes do prazo, produto original e lacrado, perfeito!",2017,5,positive
82059,ok,2016,5,positive
82061,Otimo vendedor ..,2017,5,positive
82062,gostei muito sempre vou comprar nesta loja,2018,4,positive
82063,"Muito rapida a entrega ,perfeito ",2018,5,positive
82064,"eu queria dvd player e não gravador,foi um engano",2018,3,neutral
82065,O produto chegou perfeito.,2017,5,positive
82068,"Gostei do produto,super recomendo .
Entrega no prazo certo,como sempre.",2017,4,positive
82069,"costurada com linha escura na parte clara da cortina, muito feio, solicitei cancelamento, não recebi o código de postagem, favor enviar.",2018,1,negative
82071,Pode comprar é garantindo,2018,5,positive
82072,.,2018,3,neutral
82074,"Comprei um produto na qual precisava que fosse certo de 800ml, só o produto que recebi tem 750ml.",2018,3,neutral
82079,A entrega foi bem antes de o esperado! Mas o produto é menor do que medi e imaginei...,2018,4,positive
82085,Determinado ,2018,5,positive
82086,"Recebi apenas a película, porém, o vendedor mandou uma carta informando que houve um problema junto ao fornecedor e assim que for resolvido mandará a capinha, estou no aguardo...",2017,3,neutral
82087,chegou no prazo,2017,4,positive
82088,"Otimo, chegou antes do prazo.
Recomendo!!",2018,5,positive
82090,A entrega chegou no prazo.,2018,5,positive
82091,Muito bom,2018,5,positive
82093,"Estou aguardando uma resposta, pois minha entrega foi entregue parcialmente, esta faltando uma luminária.",2018,1,negative
82094,O botão liga o aparelho porém não desliga. Tem que tirar da tomada para desligar. Ou seja veio com defeito.,2017,3,neutral
82095,"Produto top pra quem que apaixonado por fazer drinks, recomendo o produto e a loja tbm que entregou no até antes do prazo.",2017,4,positive
82096,"Recebido no prazo, chegaram os item separados, um em um dias outro em outro dia, mas tudo funcionando perfeitamente!!",2018,4,positive
82098,Entrega antes do prazo combinado. Ótimo,2017,5,positive
82099,"O produto foi entregue antes do prazo estipulado, veio corretamente.",2017,5,positive
82102,"O produto não aquece. O deixei ligado por uma hora e colocando a mão sobre os fios consegue até senti-lo morno, com um lençol sobre ele, não dá para sentir nada.
Já notifiquei a lannister.
",2017,1,negative
82103,Produto de excelente qualidade. E otimo prazo de entrega.,2017,5,positive
82112,Demorou para chegar ,2017,4,positive
82114,Muito bom ,2018,5,positive
82116,PRODUTO OK APENAS DEMOROU MUITO PRA CHEGAR,2018,5,positive
82118,entrega no prazo e produto correto,2018,5,positive
82119,Único problema foi a demora para receber . Achei nem chegaria,2017,3,neutral
82121,Adorei....,2018,5,positive
82123,"O tecido é ótimo o cumprimento na altura também a, porem na largura não veio exatamente quatro metros veio bem menos, então deveria ter comprado duas aí sim fica como na foto. Chega bem antes do prazo",2018,3,neutral
82125,Amei??,2017,5,positive
82127,Já estou comprando nas lojas online deste do ano passado e estou muito contente muito bem recomendado o meus pedidos sempre chegaram antes do prazo gosto 😍,2018,5,positive
82130,Produto de otima qualidade e foi entregue em tempo hábil. ,2018,5,positive
82134,Veio apenas uma unidade. Porem na nf vieram as duas descritas. Quando vira a segunda unidade?,2018,3,neutral
82145,"Pedido entregue parcialmente, falta o produto cartucho HP 92. Solicito entrega com urgência.",2018,3,neutral
82147,Comprei um produto pelo site e foi entregue no prazo e em perfeitas condições.,2018,5,positive
82148,tudo bom,2017,3,neutral
82149,Gostei,2018,5,positive
82151,Ótimo,2017,5,positive
82152,"Ótimo produto, exatamente o que esperava, após regular a altura na primeira utilização parecia que era o meu travesseiro de sempre. Muito bom o produto. Super recomendo.",2018,5,positive
82153,"muito bom chegou antes do prazo, super recomento.",2016,5,positive
82161,Tecido um pouco inferior mas pelo preço.,2018,3,neutral
82162,"Chegou dentro do prazo prometido (12 dias úteis) mas esse prazo me parece muito longo. Compro produtos da Amazon.com, nos Estados Unidos, e eles chegam mais rápido. ",2018,3,neutral
82166,"Excelente, compre um produto e recebi outro mais atualizado ",2017,5,positive
